PSWID,SYSTEM_NAME,COUNTY,OWNERSHIP_SDWIS,OWNERSHIP_Corrected,OWNERSHIP_Binary,TYPE_consolidated,SOURCE_SDWIS,Source_Binary,Source_Purchased,POP_TOTAL,LN_POP,CWStype_SDWIS,WQ_REG,VIOLATION_COUNT,COUNT_TCR,TOTAL_VIOLATIONS,INST_CHANGE
CA2300610,CASPAR SOUTH SERVICE COMPANY,MENDOCINO,Private,Private,Nongovernmental,Private,GU,GW,No,188,5.236441963,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300634,OCEAN'S EDGE ESTATES,MENDOCINO,Private,Private,Nongovernmental,Private,GW,GW,No,250,5.521460918,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300667,"WOODS, THE (MENDOCINO)",MENDOCINO,Private,Private,Nongovernmental,Private,GW,GW,No,150,5.010635294,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300668,POINT CABRILLO HIGHLANDS,MENDOCINO,Private,Private,Nongovernmental,Private,GW,GW,No,42,3.737669618,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300708,RIDGEWOOD WATER SYSTEM,MENDOCINO,Private,Private,Nongovernmental,Private,GU,GW,No,220,5.393627546,Community,SWRCB-DISTRICT,0,1,1,NO
CA2300731,"CITY OF 10,000 BUDDHAS",MENDOCINO,Private,Private,Nongovernmental,Private,GW,GW,No,200,5.298317367,Community,SWRCB-DISTRICT,0,0,0,NO
CA2300735,HOLLY RANCH VILLAGE,MENDOCINO,Local,Private,Nongovernmental,Private,GW,GW,No,50,3.912023005,Community,SWRCB-DISTRICT,0,0,0,NO
CA2400046,BLACK RASCAL WATER COMPANY,MERCED,Private,Private,Nongovernmental,Private,GW,GW,No,367,5.905361848,Community,SWRCB-DISTRICT,0,0,0,NO
CA2400209,SAN LUIS HILLS,MERCED,Private,Private,Nongovernmental,Private,SW,SW,No,300,5.703782475,Community,SWRCB-DISTRICT,2,0,2,NO
CA2410008,MEADOWBROOK WC,MERCED,Private,Private,Nongovernmental,Private,GW,GW,No,6309,8.749732464,Community,SWRCB-DISTRICT,0,0,0,NO
CA2500911,I'SOT WELL #3 & #15,MODOC,Private,Private,Nongovernmental,Private,GW,GW,No,215,5.370638028,Community,SWRCB-DISTRICT,0,0,0,NO
CA2600714,LOWER SWALL MEADOWS WATER SYSTEM,MONO,Private,Private,Nongovernmental,Private,GW,GW,No,40,3.688879454,Community,LPA,0,0,0,NO
CA2600725,TIOGA GAS MART,MONO,Private,Private,Nongovernmental,Private,GW,GW,No,50,3.912023005,Community,LPA,0,0,0,NO
CA2700509,OAK MANOR WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,71,4.262679877,Community,LPA,0,2,2,NO
CA2700511,NORMCO WC,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,928,6.833031733,Community,SWRCB-DISTRICT,0,2,2,NO
CA2700522,CABANA HOLIDAY WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,400,5.991464547,Community,LPA,0,0,0,NO
CA2700534,COLONIAL OAK WC INC,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,198,5.288267031,Community,LPA,0,7,7,NO
CA2700535,JOST POST WA,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,60,4.094344562,Community,LPA,0,0,0,NO
CA2700536,CORRAL DE TIERRA ESTATES WC,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,45,3.80666249,Community,LPA,18,0,18,NO
CA2700541,DEL MONTE FARMS RD WS #03,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,55,4.007333185,Community,LPA,0,0,0,NO
CA2700547,DESMOND RD WS #03,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,55,4.007333185,Community,LPA,0,1,1,NO
CA2700579,ELKHORN RD WS #04,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,60,4.094344562,Community,LPA,0,4,4,NO
CA2700586,GABILAN WC,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,454,6.118097198,Community,LPA,0,0,0,NO
CA2700589,GLENN AVE WS #01,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,78,4.356708827,Community,LPA,0,2,2,NO
CA2700594,HIDDEN VALLEY WA,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,51,3.931825633,Community,LPA,0,1,1,NO
CA2700612,LAGUNA SECA WC,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,162,5.087596335,Community,LPA,19,1,20,NO
CA2700638,MAHER RD WS #05,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,51,3.931825633,Community,LPA,0,2,2,NO
CA2700662,MURPHY HILL WS #01,MONTEREY,Private,Private,Nongovernmental,Private,GWP,GW,Purchased,65,4.17438727,Community,LPA,0,0,0,NO
CA2700663,MURPHY HILL WS #02,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,60,4.094344562,Community,LPA,0,4,4,NO
CA2700665,OAK HEIGHTS W & R CO INC,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,105,4.65396035,Community,LPA,8,0,8,NO
CA2700669,ORCHARD LN WS #02,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,32,3.465735903,Community,LPA,0,0,0,NO
CA2700678,PARADISE RD WS #05,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,42,3.737669618,Community,LPA,0,4,4,NO
CA2700682,PARADISE RD WS #09,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,250,5.521460918,Community,LPA,0,2,2,NO
CA2700686,GARLEN COURT WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,69,4.234106505,Community,LPA,3,0,3,NO
CA2700687,PESANTE RD WS #02,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,120,4.787491743,Community,LPA,0,0,0,NO
CA2700691,PESANTE RD WS #06,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,48,3.871201011,Community,LPA,0,0,0,NO
CA2700713,ROLLING HILLS RANCHO WA,MONTEREY,Private,Private,Nongovernmental,Private,GU,GW,No,177,5.176149733,Community,LPA,0,5,5,NO
CA2700733,SAN JUAN RD WS #01,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,45,3.80666249,Community,LPA,0,4,4,NO
CA2700738,SAN MIGUEL WS #01,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,100,4.605170186,Community,LPA,23,0,23,NO
CA2700740,SAN MIGUEL WS #03,MONTEREY,Private,Private,Nongovernmental,Private,GWP,GW,Purchased,48,3.871201011,Community,LPA,0,0,0,NO
CA2700766,STRAWBERRY RD WS #06,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,78,4.356708827,Community,LPA,0,9,9,NO
CA2700771,SPRINGFIELD WATER COMPANY,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,200,5.298317367,Community,LPA,25,0,25,NO
CA2700772,STRUVE RD WS #02,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,166,5.111987788,Community,LPA,0,0,0,NO
CA2700787,VEGA RD WS #01,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,438,6.08221891,Community,LPA,0,0,0,NO
CA2700799,VISTA DEL TORO WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,87,4.465908119,Community,LPA,36,1,37,NO
CA2700837,BLACKIE RD WS #05,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,54,3.988984047,Community,LPA,0,1,1,NO
CA2700838,SPRING CANYON WA,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,99,4.59511985,Community,LPA,0,0,0,NO
CA2700842,BAUMANN RD WS #01,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,40,3.688879454,Community,LPA,0,0,0,NO
CA2700970,ROYAL SIERRA ESTATES WS,MONTEREY,Private,Private,Nongovernmental,Private,GU,GW,No,36,3.583518938,Community,LPA,10,0,10,NO
CA2700992,MILLER'S LODGE WS,MONTEREY,Private,Private,Nongovernmental,Private,GU,GW,No,150,5.010635294,Community,LPA,10,0,10,NO
CA2701034,APPLE AVE WS #02,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,75,4.317488114,Community,LPA,0,0,0,NO
CA2701036,APPLE AVE WS #03,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,60,4.094344562,Community,LPA,19,0,19,NO
CA2701040,MCCOY RDWS #05,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,72,4.276666119,Community,LPA,4,0,4,NO
CA2701046,CAMPHORA APARTMENTS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,126,4.836281907,Community,LPA,0,0,0,NO
CA2701063,RIVER RD WS #25,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,65,4.17438727,Community,LPA,16,1,17,NO
CA2701068,IVERSON & JACKS APTS WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,150,5.010635294,Community,LPA,9,0,9,NO
CA2701241,ENCINAL RD WS #01,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,41,3.713572067,Community,LPA,20,5,25,NO
CA2701280,NEPENTHE WS,MONTEREY,Private,Private,Nongovernmental,Private,SW,SW,No,50,3.912023005,Community,LPA,0,0,0,NO
CA2701295,ESALEN INSTITUTE WS,MONTEREY,Private,Private,Nongovernmental,Private,SW,SW,No,200,5.298317367,Community,LPA,0,0,0,NO
CA2701403,PINE ST WS #01,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,65,4.17438727,Community,LPA,0,0,0,NO
CA2701423,ECHO VALLEY RD WS #05,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,48,3.871201011,Community,LPA,0,0,0,NO
CA2701498,HARBOR VIEW WA,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,75,4.317488114,Community,LPA,0,0,0,NO
CA2701515,MOSS LANDING HARBOR WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,402,5.996452089,Community,LPA,0,0,0,NO
CA2701553,POND-DEROSA OAKS WC,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,216,5.375278408,Community,LPA,0,0,0,NO
CA2701633,PARADISE RD WS #21,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,48,3.871201011,Community,LPA,0,0,0,NO
CA2701647,GREEN ACRES WA,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,50,3.912023005,Community,LPA,0,0,0,NO
CA2701670,LANGLEY/VALLE PACIFICO WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,81,4.394449155,Community,LPA,8,0,8,NO
CA2701701,BRADLEY-LOCKWOOD RD WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,39,3.663561646,Community,LPA,0,0,0,NO
CA2701705,TASSAJARA SPRINGS WS,MONTEREY,Private,Private,Nongovernmental,Private,GU,GW,No,150,5.010635294,Community,LPA,0,0,0,NO
CA2701740,BLUFFS WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,172,5.147494477,Community,LPA,0,0,0,NO
CA2701742,CALIFORNIA ORCHARD WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,290,5.669880923,Community,LPA,0,1,1,NO
CA2701820,CORDA RD WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,60,4.094344562,Community,LPA,0,1,1,NO
CA2701897,BERRY DR WS #02,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,30,3.401197382,Community,LPA,0,0,0,NO
CA2701904,SAN JERARDO COOP WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,249,5.517452896,Community,LPA,0,0,0,NO
CA2701906,SAN ANTONIO MHE WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,65,4.17438727,Community,LPA,0,0,0,NO
CA2701926,MORO RD WS #09,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,210,5.347107531,Community,LPA,24,0,24,NO
CA2702007,VIERRA ESTATES WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,164,5.099866428,Community,LPA,0,0,0,NO
CA2702026,APRICOT LN WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,72,4.276666119,Community,LPA,0,0,0,NO
CA2702073,SAN MIGUEL WS #22,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,93,4.532599493,Community,LPA,0,0,0,NO
CA2702094,BLACKIE RD WS #18,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,60,4.094344562,Community,LPA,0,0,0,NO
CA2702110,DELANY WC,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,60,4.094344562,Community,LPA,0,1,1,NO
CA2702140,WOODSIDE WA,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,78,4.356708827,Community,LPA,0,0,0,NO
CA2702198,FOOTHILL ESTATES WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,183,5.209486153,Community,LPA,0,0,0,NO
CA2702256,NORTH SHORE ESTATESWS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,60,4.094344562,Community,LPA,0,0,0,NO
CA2702268,NEW CAMALDOLI HERMITAGE WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,54,3.988984047,Community,LPA,0,4,4,NO
CA2702299,POST RANCH INN WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,150,5.010635294,Community,LPA,0,1,1,NO
CA2702320,HITCHCOCK RD WS #01,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,175,5.164785974,Community,LPA,0,0,0,NO
CA2702325,FERNWOOD WS,MONTEREY,Private,Private,Nongovernmental,Private,GU,GW,No,115,4.744932128,Community,LPA,0,0,0,NO
CA2702328,VENTANA BIG SUR INN WS,MONTEREY,Private,Private,Nongovernmental,Private,SW,SW,No,66,4.189654742,Community,LPA,0,0,0,NO
CA2702388,ROYAL OAK PLACE WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,60,4.094344562,Community,LPA,0,0,0,NO
CA2702409,EL CAMINO WC INC,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,90,4.49980967,Community,LPA,17,2,19,NO
CA2702521,SANTA LUCIA PRESERVE WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,347,5.84932478,Community,SWRCB-DISTRICT,0,0,0,NO
CA2702816,MERRILL GARDENS IRIS CANYON WS,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,161,5.081404365,Community,LPA,0,0,0,NO
CA2710001,ALCO WATER SERVICE,MONTEREY,Private,Private,Nongovernmental,Private,GW,GW,No,29179,10.28120455,Community,SWRCB-DISTRICT,0,0,0,NO
CA2800531,MOORE S RESORT,NAPA,Private,Private,Nongovernmental,Private,GW,GW,No,70,4.248495242,Community,LPA,0,0,0,NO
CA2800538,CARNEROS INN,NAPA,Private,Private,Nongovernmental,Private,GW,GW,No,30,3.401197382,Community,LPA,0,0,0,NO
CA2800543,CAPELL VALLEY ESTATES,NAPA,Private,Private,Nongovernmental,Private,SW,SW,No,250,5.521460918,Community,LPA,1,0,1,NO
CA2800593,R RANCH AT THE LAKE,NAPA,Private,Private,Nongovernmental,Private,GW,GW,No,28,3.33220451,Community,LPA,0,0,0,NO
CA2800625,ST. HELENA HOSPITAL,NAPA,Private,Private,Nongovernmental,Private,GW,GW,No,860,6.756932389,Community,SWRCB-DISTRICT,0,0,0,NO
CA2801016,HESS WINERY,NAPA,Private,Private,Nongovernmental,Private,GW,GW,No,100,4.605170186,Community,LPA,0,0,0,NO
CA2801020,ESPINOZA WATER SYSTEM,NAPA,Private,Private,Nongovernmental,Private,GW,GW,No,30,3.401197382,Community,LPA,0,0,0,NO
CA2801080,MILTON ROAD WATER COMPANY,NAPA,Private,Private,Nongovernmental,Private,GW,GW,No,55,4.007333185,Community,LPA,0,0,0,NO
CA2810012,PACIFIC UNION COLLEGE,NAPA,Private,Private,Nongovernmental,Private,GW,GW,No,2360,7.766416898,Community,SWRCB-DISTRICT,0,0,0,NO
CA2900502,FLORISTON WATER SYSTEM,NEVADA,Private,Private,Nongovernmental,Private,GU,GW,No,75,4.317488114,Community,LPA,1,0,1,NO
CA2900531,CREEKSIDE VILLAGE,NEVADA,Private,Private,Nongovernmental,Private,GW,GW,No,300,5.703782475,Community,LPA,0,0,0,NO
CA2900541,CHRISTIAN ENCOUNTER MINISTRIES,NEVADA,Private,Private,Nongovernmental,Private,GW,GW,No,35,3.555348061,Community,LPA,0,1,1,NO
CA2900546,SIERRA FRIENDS CENTER,NEVADA,Private,Private,Nongovernmental,Private,GW,GW,No,150,5.010635294,Community,LPA,0,1,1,NO
CA2900562,ANANDA VILLAGE,NEVADA,Private,Private,Nongovernmental,Private,GW,GW,No,290,5.669880923,Community,LPA,2,2,4,NO
CA3000852,RANCHO MISSION VIEJO,ORANGE,Private,Private,Nongovernmental,Private,GW,GW,No,25,3.218875825,Community,SWRCB-DISTRICT,0,0,0,NO
CA3100014,BAKER RANCH WATER COMPANY,PLACER,Private,Private,Nongovernmental,Private,GW,GW,No,150,5.010635294,Community,LPA,0,1,1,NO
CA3100019,NORTH EDEN VALLEY,PLACER,Private,Private,Nongovernmental,Private,GW,GW,No,52,3.951243719,Community,LPA,0,0,0,NO
CA3100040,SHADY GLEN COMM WATER SYSTEM,PLACER,Private,Private,Nongovernmental,Private,SW,SW,No,200,5.298317367,Community,LPA,0,0,0,NO
CA3100061,SIERRA MEADOWS APARTMENT,PLACER,Private,Private,Nongovernmental,Private,GW,GW,No,52,3.951243719,Community,LPA,0,0,0,NO
CA3100069,AUBURN RIDGE WOODS,PLACER,Private,Private,Nongovernmental,Private,GW,GW,No,131,4.875197323,Community,LPA,0,1,1,NO
CA3110013,TAHOE CEDARS WATER COMPANY,PLACER,Private,Private,Nongovernmental,Private,GW,GW,No,793,6.675823222,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110031,WARD WELL WATER COMPANY,PLACER,Private,Private,Nongovernmental,Private,GW,GW,No,375,5.926926026,Community,SWRCB-DISTRICT,0,0,0,NO
CA3110043,MADDEN CREEK WATER COMPANY,PLACER,Private,Private,Nongovernmental,Private,GW,GW,No,300,5.703782475,Community,SWRCB-DISTRICT,0,0,0,NO
CA3200138,JD TRAILER RANCH,PLUMAS,Private,Private,Nongovernmental,Private,GW,GW,No,53,3.970291914,Community,LPA,0,0,0,NO
CA3301028,BALDY MOUNTAIN RANCH,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,60,4.094344562,Community,LPA,0,0,0,NO
CA3301040,RIVERDALE ESTATES,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,300,5.703782475,Community,LPA,0,0,0,NO
CA3301055,VILLAGE OF CHILD HELP,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,354,5.869296913,Community,LPA,0,1,1,NO
CA3301114,CHERRY VALLEY WATER COMPANY,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,213,5.361292166,Community,LPA,0,0,0,NO
CA3301267,FISHERMAN'S RETREAT,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,52,3.951243719,Community,LPA,0,0,0,NO
CA3301280,GOLDEN ERA PRODUCTIONS,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,500,6.214608098,Community,LPA,0,0,0,NO
CA3301283,GLEN EDEN SUN CLUB,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,200,5.298317367,Community,LPA,3,0,3,NO
CA3301294,GLEN IVY HOT SPRINGS,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,950,6.856461985,Community,LPA,0,1,1,NO
CA3301491,ALPINE VILLAGE,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,198,5.288267031,Community,LPA,11,1,12,NO
CA3301800,STONEWOOD CANYON ESTATES,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,40,3.688879454,Community,LPA,0,3,3,NO
CA3301863,OLIVET UNIVERSITY,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,75,4.317488114,Community,LPA,0,0,0,NO
CA3301877,BLOCK 77 WATER COMPANY,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,50,3.912023005,Community,LPA,0,0,0,NO
CA3301943,PLANTATION ON THE LAKE PARK,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,920,6.82437367,Community,SWRCB-DISTRICT,0,0,0,NO
CA3301990,AMEZCUA - GARCIA WATER,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,316,5.755742214,Community,LPA,0,1,1,NO
CA3302079,AIDA AGUIRRE,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,50,3.912023005,Community,LPA,0,0,0,NO
CA3303003,GALINDO HOUSING FACILITY,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,50,3.912023005,Community,LPA,0,0,0,NO
CA3303100,OASIS GARDENS WATER CO.,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,314,5.749392986,Community,LPA,12,0,12,NO
CA3310026,NUEVO WATER COMPANY,RIVERSIDE,Private,Private,Nongovernmental,Private,SWP,SW,Purchased,6473,8.775394959,Community,SWRCB-DISTRICT,3,0,3,NO
CA3310033,SANTA ANA RIVER WATER COMPANY,RIVERSIDE,Private,Private,Nongovernmental,Private,GW,GW,No,8080,8.997147152,Community,SWRCB-DISTRICT,0,0,0,NO
CA3400130,THE COURTLAND GROUP,SACRAMENTO,Private,Private,Nongovernmental,Private,GW,GW,No,40,3.688879454,Community,LPA,9,1,10,NO
CA3400137,LINCOLN CHAN-HOME RANCH,SACRAMENTO,Private,Private,Nongovernmental,Private,GW,GW,No,33,3.496507561,Community,LPA,0,1,1,NO
CA3400138,LOCKE WATER WORKS CO [SWS],SACRAMENTO,Private,Private,Nongovernmental,Private,GW,GW,No,80,4.382026635,Community,LPA,23,0,23,NO
CA3400181,LAGUNA DEL SOL INC,SACRAMENTO,Private,Private,Nongovernmental,Private,GW,GW,No,470,6.152732695,Community,LPA,0,0,0,NO
CA3400217,HOMETOWN COLONIAL ESTATES LLC,SACRAMENTO,Private,Private,Nongovernmental,Private,GW,GW,No,438,6.08221891,Community,LPA,0,0,0,NO
CA3410016,ORANGE VALE WATER COMPANY,SACRAMENTO,Private,Private,Nongovernmental,Private,SWP,SW,Purchased,16763,9.726929356,Community,SWRCB-DISTRICT,0,0,0,NO
CA3500511,CASA DE FRUTA ORCHARDS,SAN BENITO,Private,Private,Nongovernmental,Private,GW,GW,No,53,3.970291914,Community,SWRCB-DISTRICT,0,0,0,NO
CA3500527,VALENZUELA WATER SYSTEM,SAN BENITO,Private,Private,Nongovernmental,Private,GW,GW,No,55,4.007333185,Community,SWRCB-DISTRICT,0,0,0,NO
CA3500810,WHISPERING PINES INN,SAN BENITO,Private,Private,Nongovernmental,Private,GW,GW,No,38,3.63758616,Community,SWRCB-DISTRICT,1,0,1,NO
CA3500904,HOLLISTER RANCH ESTATES,SAN BENITO,Private,Private,Nongovernmental,Private,GW,GW,No,150,5.010635294,Community,SWRCB-DISTRICT,8,0,8,NO
CA3600031,BIG PINE TRACT,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,300,5.703782475,Community,LPA,0,0,0,NO
CA3600070,CENTER WATER CO,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,662,6.495265556,Community,LPA,0,0,0,NO
CA3600152,LOMA LINDA POWER PLANT,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,8500,9.047821442,Community,LPA,0,0,0,NO
CA3600172,MOLYCORP MINERALS LLC,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,172,5.147494477,Community,LPA,0,0,0,NO
CA3600187,OLIVE DELL RANCH,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,350,5.857933154,Community,LPA,0,0,0,NO
CA3600260,SMILEY PARK COUNTRY CLUB,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,530,6.272877007,Community,LPA,0,2,2,NO
CA3600262,SNOWCREST HEIGHTS IMP ASSOC,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,600,6.396929655,Community,LPA,0,0,0,NO
CA3600297,GORDON ACRES WATER CO,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,200,5.298317367,Community,LPA,0,1,1,NO
CA3600308,FREEDOM ACRES THE RESORT,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,500,6.214608098,Community,LPA,0,0,0,NO
CA3600372,PALMS RIVER RESORT,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,127,4.844187086,Community,LPA,0,0,0,NO
CA3600386,TRINITY OASIS PALMS INC,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,135,4.905274778,Community,LPA,0,0,0,NO
CA3600446,UPPER LITTLE BEAR MOUNTAIN CLUB,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,25,3.218875825,Community,LPA,0,0,0,NO
CA3600504,KNOLL ENTERPRISES,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,500,6.214608098,Community,LPA,33,0,33,NO
CA3601015,IRONWOOD CAMP,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,1000,6.907755279,Community,LPA,47,1,48,NO
CA3601085,RANCHO PINO VERDE,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,66,4.189654742,Community,LPA,0,0,0,NO
CA3610021,FALLSVALE SERVICE COMPANY,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,995,6.902742737,Community,SWRCB-DISTRICT,0,0,0,NO
CA3610048,TERRACE WATER COMPANY,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,2000,7.60090246,Community,SWRCB-DISTRICT,0,0,0,NO
CA3610057,RIVERSIDE HIGHLAND WATER COMPANY,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,63123,11.05284048,Community,SWRCB-DISTRICT,0,0,0,NO
CA3610117,DEVORE WC,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,1636,7.400009517,Community,SWRCB-DISTRICT,2,0,2,NO
CA3610854,SEARLES VALLEY MINERALS OPERATIONS INC,SAN BERNARDINO,Private,Private,Nongovernmental,Private,GW,GW,No,2000,7.60090246,Community,SWRCB-DISTRICT,5,0,5,NO
CA3700071,HEAVENLY OAKS,SAN DIEGO,Private,Private,Nongovernmental,Private,GW,GW,No,300,5.703782475,Community,LPA,0,0,0,NO
CA3700073,H & J WATER COMPANY,SAN DIEGO,Private,Private,Nongovernmental,Private,GW,GW,No,50,3.912023005,Community,LPA,0,0,0,NO
CA3700900,LAKE HENSHAW RESORT INC.,SAN DIEGO,Private,Private,Nongovernmental,Private,GW,GW,No,300,5.703782475,Community,LPA,0,0,0,NO
CA3700919,LAKE WOHLFORD RESORT,SAN DIEGO,Private,Private,Nongovernmental,Private,SW,SW,No,235,5.459585514,Community,SWRCB-DISTRICT,1,0,1,NO
CA3701184,BUTTERFIELD RANCH,SAN DIEGO,Private,Private,Nongovernmental,Private,GW,GW,No,350,5.857933154,Community,LPA,0,0,0,NO
CA3701780,RICHARDSON BEARDSLEY PARK INC.,SAN DIEGO,Private,Private,Nongovernmental,Private,GW,GW,No,28,3.33220451,Community,LPA,0,0,0,NO
CA3701793,TWIN LAKES RESORT,SAN DIEGO,Private,Private,Nongovernmental,Private,GW,GW,No,200,5.298317367,Community,LPA,9,0,9,NO
