SABL_PWSID,COUNTY,COUNTY_FIXED
CA0900308,EL DORADO  ,EL DORADO
CA0910019,EL DORADO  ,EL DORADO
CA0900102,EL DORADO  ,EL DORADO
CA0900300,EL DORADO  ,EL DORADO
CA0910001,EL DORADO  ,EL DORADO
CA0910017,EL DORADO  ,EL DORADO
CA0910018,EL DORADO  ,EL DORADO
CA0910015,EL DORADO  ,EL DORADO
CA0900404,EL DORADO  ,EL DORADO
CA0910003,EL DORADO  ,EL DORADO
CA0910006,EL DORADO  ,EL DORADO
CA1010062,FRESNO  ,FRESNO
CA1010007,FRESNO  ,FRESNO
CA1010025,FRESNO  ,FRESNO
CA1000267,FRESNO  ,FRESNO
CA1010035,FRESNO  ,FRESNO
CA1000054,FRESNO  ,FRESNO
CA1000359,FRESNO  ,FRESNO
CA1000004,FRESNO  ,FRESNO
CA1010019,FRESNO  ,FRESNO
CA1000238,FRESNO  ,FRESNO
CA1000056,FRESNO  ,FRESNO
CA1000546,FRESNO  ,FRESNO
CA1010018,FRESNO  ,FRESNO
CA1000260,FRESNO  ,FRESNO
CA1000039,FRESNO  ,FRESNO
CA1000019,FRESNO  ,FRESNO
CA1000265,FRESNO  ,FRESNO
CA1000078,FRESNO  ,FRESNO
CA1000345,FRESNO  ,FRESNO
CA1000040,FRESNO  ,FRESNO
CA1000555,FRESNO  ,FRESNO
CA1010029,FRESNO  ,FRESNO
CA1000247,FRESNO  ,FRESNO
CA1010053,FRESNO  ,FRESNO
CA1000554,FRESNO  ,FRESNO
CA1000550,FRESNO  ,FRESNO
CA1010004,FRESNO  ,FRESNO
CA1000023,FRESNO  ,FRESNO
CA1000053,FRESNO  ,FRESNO
CA1010026,FRESNO  ,FRESNO
CA1010027,FRESNO  ,FRESNO
CA1010017,FRESNO  ,FRESNO
CA1010028,FRESNO  ,FRESNO
CA1000551,FRESNO  ,FRESNO
CA1000259,FRESNO  ,FRESNO
CA1000075,FRESNO  ,FRESNO
CA1010034,FRESNO  ,FRESNO
CA1010049,FRESNO  ,FRESNO
CA1000244,FRESNO  ,FRESNO
CA1000471,FRESNO  ,FRESNO
CA1000484,FRESNO  ,FRESNO
CA1010006,FRESNO  ,FRESNO
CA1000405,FRESNO  ,FRESNO
CA1010044,FRESNO  ,FRESNO
CA1000018,FRESNO  ,FRESNO
CA1000069,FRESNO  ,FRESNO
CA1000257,FRESNO  ,FRESNO
CA1010003,FRESNO  ,FRESNO
CA1000426,FRESNO  ,FRESNO
CA1010023,FRESNO  ,FRESNO
CA1010051,FRESNO  ,FRESNO
CA1000041,FRESNO  ,FRESNO
CA1000042,FRESNO  ,FRESNO
CA1000057,FRESNO  ,FRESNO
CA1010021,FRESNO  ,FRESNO
CA1010055,FRESNO  ,FRESNO
CA1000021,FRESNO  ,FRESNO
CA1000229,FRESNO  ,FRESNO
CA1010005,FRESNO  ,FRESNO
CA1010052,FRESNO  ,FRESNO
CA1000063,FRESNO  ,FRESNO
CA1010020,FRESNO  ,FRESNO
CA1010042,FRESNO  ,FRESNO
CA1000005,FRESNO  ,FRESNO
CA1010001,FRESNO  ,FRESNO
CA1000378,FRESNO  ,FRESNO
CA1000299,FRESNO  ,FRESNO
CA1000298,FRESNO  ,FRESNO
CA1010039,FRESNO  ,FRESNO
CA1010024,FRESNO  ,FRESNO
