SABL_PWSID,COUNTY,COUNTY_FIXED
CA3610064,SAN BERNARDINO  ,SAN BERNARDINO
CA3610109,SAN BERNARDINO  ,SAN BERNARDINO
CA3610038,SAN BERNARDINO  ,SAN BERNARDINO
CA3610021,SAN BERNARDINO  ,SAN BERNARDINO
CA3600397,SAN BERNARDINO  ,SAN BERNARDINO
CA3610032,SAN BERNARDINO  ,SAN BERNARDINO
CA3610036,SAN BERNARDINO  ,SAN BERNARDINO
CA3610125,SAN BERNARDINO  ,SAN BERNARDINO
CA3610121,SAN BERNARDINO  ,SAN BERNARDINO
CA3600391,SAN BERNARDINO  ,SAN BERNARDINO
CA3600107,SAN BERNARDINO  ,SAN BERNARDINO
CA3610082,SAN BERNARDINO  ,SAN BERNARDINO
CA3610023,SAN BERNARDINO  ,SAN BERNARDINO
CA3610033,SAN BERNARDINO  ,SAN BERNARDINO
CA3600071,SAN BERNARDINO  ,SAN BERNARDINO
CA3610003,SAN BERNARDINO  ,SAN BERNARDINO
CA3600301,SAN BERNARDINO  ,SAN BERNARDINO
CA3600089,SAN BERNARDINO  ,SAN BERNARDINO
CA3600306,SAN BERNARDINO  ,SAN BERNARDINO
CA3610037,SAN BERNARDINO  ,SAN BERNARDINO
CA3610018,SAN BERNARDINO  ,SAN BERNARDINO
CA3610046,SAN BERNARDINO  ,SAN BERNARDINO
CA3600031,SAN BERNARDINO  ,SAN BERNARDINO
CA3610041,SAN BERNARDINO  ,SAN BERNARDINO
CA3600166,SAN BERNARDINO  ,SAN BERNARDINO
CA3610112,SAN BERNARDINO  ,SAN BERNARDINO
CA3600297,SAN BERNARDINO  ,SAN BERNARDINO
CA3610013,SAN BERNARDINO  ,SAN BERNARDINO
CA3600070,SAN BERNARDINO  ,SAN BERNARDINO
CA3610085,SAN BERNARDINO  ,SAN BERNARDINO
CA3610034,SAN BERNARDINO  ,SAN BERNARDINO
CA3600012,SAN BERNARDINO  ,SAN BERNARDINO
CA3610093,SAN BERNARDINO  ,SAN BERNARDINO
CA3610025,SAN BERNARDINO  ,SAN BERNARDINO
CA3610031,SAN BERNARDINO  ,SAN BERNARDINO
CA3600114,SAN BERNARDINO  ,SAN BERNARDINO
CA3600785,SAN BERNARDINO  ,SAN BERNARDINO
CA3610001,SAN BERNARDINO  ,SAN BERNARDINO
CA3610051,SAN BERNARDINO  ,SAN BERNARDINO
CA3600386,SAN BERNARDINO  ,SAN BERNARDINO
CA3600209,SAN BERNARDINO  ,SAN BERNARDINO
CA3600446,SAN BERNARDINO  ,SAN BERNARDINO
CA3600260,SAN BERNARDINO  ,SAN BERNARDINO
CA3610055,SAN BERNARDINO  ,SAN BERNARDINO
CA3610024,SAN BERNARDINO  ,SAN BERNARDINO
CA3610114,SAN BERNARDINO  ,SAN BERNARDINO
CA3600222,SAN BERNARDINO  ,SAN BERNARDINO
CA3610022,SAN BERNARDINO  ,SAN BERNARDINO
CA3610044,SAN BERNARDINO  ,SAN BERNARDINO
CA3600027,SAN BERNARDINO  ,SAN BERNARDINO
CA3610105,SAN BERNARDINO  ,SAN BERNARDINO
CA3610047,SAN BERNARDINO  ,SAN BERNARDINO
CA3610063,SAN BERNARDINO  ,SAN BERNARDINO
CA3610048,SAN BERNARDINO  ,SAN BERNARDINO
CA3600283,SAN BERNARDINO  ,SAN BERNARDINO
CA3610026,SAN BERNARDINO  ,SAN BERNARDINO
CA3610030,SAN BERNARDINO  ,SAN BERNARDINO
CA3600258,SAN BERNARDINO  ,SAN BERNARDINO
CA3610008,SAN BERNARDINO  ,SAN BERNARDINO
CA3600010,SAN BERNARDINO  ,SAN BERNARDINO
CA3600388,SAN BERNARDINO  ,SAN BERNARDINO
CA3610029,SAN BERNARDINO  ,SAN BERNARDINO
CA3610057,SAN BERNARDINO  ,SAN BERNARDINO
CA3610039,SAN BERNARDINO  ,SAN BERNARDINO
CA3610014,SAN BERNARDINO  ,SAN BERNARDINO
CA3610012,SAN BERNARDINO  ,SAN BERNARDINO
CA3610009,SAN BERNARDINO  ,SAN BERNARDINO
CA3710047,SAN DIEGO  ,SAN DIEGO
CA3710037,SAN DIEGO  ,SAN DIEGO
CA3700041,SAN DIEGO  ,SAN DIEGO
CA3710021,SAN DIEGO  ,SAN DIEGO
CA3700909,SAN DIEGO  ,SAN DIEGO
CA3710025,SAN DIEGO  ,SAN DIEGO
CA3700923,SAN DIEGO  ,SAN DIEGO
CA3700277,SAN DIEGO  ,SAN DIEGO
CA3700897,SAN DIEGO  ,SAN DIEGO
CA3700933,SAN DIEGO  ,SAN DIEGO
CA3700958,SAN DIEGO  ,SAN DIEGO
CA3701184,SAN DIEGO  ,SAN DIEGO
CA3701747,SAN DIEGO  ,SAN DIEGO
CA3701780,SAN DIEGO  ,SAN DIEGO
CA3700859,SAN DIEGO  ,SAN DIEGO
CA3710015,SAN DIEGO  ,SAN DIEGO
CA3710010,SAN DIEGO  ,SAN DIEGO
CA3710004,SAN DIEGO  ,SAN DIEGO
CA3700934,SAN DIEGO  ,SAN DIEGO
CA3710013,SAN DIEGO  ,SAN DIEGO
CA3701961,SAN DIEGO  ,SAN DIEGO
CA3700936,SAN DIEGO  ,SAN DIEGO
CA3701837,SAN DIEGO  ,SAN DIEGO
CA3700073,SAN DIEGO  ,SAN DIEGO
CA3701995,SAN DIEGO  ,SAN DIEGO
CA3700918,SAN DIEGO  ,SAN DIEGO
CA3700938,SAN DIEGO  ,SAN DIEGO
CA3710016,SAN DIEGO  ,SAN DIEGO
CA3710019,SAN DIEGO  ,SAN DIEGO
CA3710039,SAN DIEGO  ,SAN DIEGO
CA3700962,SAN DIEGO  ,SAN DIEGO
CA3700905,SAN DIEGO  ,SAN DIEGO
CA3710036,SAN DIEGO  ,SAN DIEGO
CA3700074,SAN DIEGO  ,SAN DIEGO
CA3710005,SAN DIEGO  ,SAN DIEGO
CA3710012,SAN DIEGO  ,SAN DIEGO
CA3710011,SAN DIEGO  ,SAN DIEGO
CA3710023,SAN DIEGO  ,SAN DIEGO
CA3701341,SAN DIEGO  ,SAN DIEGO
CA3710009,SAN DIEGO  ,SAN DIEGO
CA3710029,SAN DIEGO  ,SAN DIEGO
CA3700866,SAN DIEGO  ,SAN DIEGO
CA3710041,SAN DIEGO  ,SAN DIEGO
CA3700071,SAN DIEGO  ,SAN DIEGO
CA3710026,SAN DIEGO  ,SAN DIEGO
CA3700422,SAN DIEGO  ,SAN DIEGO
CA3710018,SAN DIEGO  ,SAN DIEGO
CA3701408,SAN DIEGO  ,SAN DIEGO
CA3700291,SAN DIEGO  ,SAN DIEGO
CA3702104,SAN DIEGO  ,SAN DIEGO
CA3710002,SAN DIEGO  ,SAN DIEGO
CA3710008,SAN DIEGO  ,SAN DIEGO
CA3710001,SAN DIEGO  ,SAN DIEGO
CA3710020,SAN DIEGO  ,SAN DIEGO
CA3710034,SAN DIEGO  ,SAN DIEGO
CA3710027,SAN DIEGO  ,SAN DIEGO
CA3701988,SAN DIEGO  ,SAN DIEGO
CA3700937,SAN DIEGO  ,SAN DIEGO
CA3710014,SAN DIEGO  ,SAN DIEGO
CA3710044,SAN DIEGO  ,SAN DIEGO
CA3710006,SAN DIEGO  ,SAN DIEGO
CA3702354,SAN DIEGO  ,SAN DIEGO
CA3810011,SAN FRANCISCO  ,SAN FRANCISCO
CA3810702,SAN FRANCISCO  ,SAN FRANCISCO
CA3810003,SAN FRANCISCO  ,SAN FRANCISCO
CA3910020,SAN JOAQUIN  ,SAN JOAQUIN
CA3900927,SAN JOAQUIN  ,SAN JOAQUIN
CA3900586,SAN JOAQUIN  ,SAN JOAQUIN
CA3900596,SAN JOAQUIN  ,SAN JOAQUIN
CA3900606,SAN JOAQUIN  ,SAN JOAQUIN
CA3910018,SAN JOAQUIN  ,SAN JOAQUIN
CA3901159,SAN JOAQUIN  ,SAN JOAQUIN
CA3901215,SAN JOAQUIN  ,SAN JOAQUIN
CA3910003,SAN JOAQUIN  ,SAN JOAQUIN
CA3900721,SAN JOAQUIN  ,SAN JOAQUIN
CA3901075,SAN JOAQUIN  ,SAN JOAQUIN
CA3900844,SAN JOAQUIN  ,SAN JOAQUIN
CA3901216,SAN JOAQUIN  ,SAN JOAQUIN
CA3901172,SAN JOAQUIN  ,SAN JOAQUIN
CA3900543,SAN JOAQUIN  ,SAN JOAQUIN
CA3900724,SAN JOAQUIN  ,SAN JOAQUIN
CA3900653,SAN JOAQUIN  ,SAN JOAQUIN
CA3901303,SAN JOAQUIN  ,SAN JOAQUIN
CA3910012,SAN JOAQUIN  ,SAN JOAQUIN
CA3900720,SAN JOAQUIN  ,SAN JOAQUIN
CA3900921,SAN JOAQUIN  ,SAN JOAQUIN
CA3910024,SAN JOAQUIN  ,SAN JOAQUIN
CA3900563,SAN JOAQUIN  ,SAN JOAQUIN
CA3901337,SAN JOAQUIN  ,SAN JOAQUIN
CA3900813,SAN JOAQUIN  ,SAN JOAQUIN
CA3900805,SAN JOAQUIN  ,SAN JOAQUIN
CA3910019,SAN JOAQUIN  ,SAN JOAQUIN
CA3910027,SAN JOAQUIN  ,SAN JOAQUIN
CA3910014,SAN JOAQUIN  ,SAN JOAQUIN
CA3900504,SAN JOAQUIN  ,SAN JOAQUIN
CA3900842,SAN JOAQUIN  ,SAN JOAQUIN
CA3900719,SAN JOAQUIN  ,SAN JOAQUIN
CA3900983,SAN JOAQUIN  ,SAN JOAQUIN
CA3900831,SAN JOAQUIN  ,SAN JOAQUIN
CA3900505,SAN JOAQUIN  ,SAN JOAQUIN
CA3900964,SAN JOAQUIN  ,SAN JOAQUIN
CA3910011,SAN JOAQUIN  ,SAN JOAQUIN
CA3910022,SAN JOAQUIN  ,SAN JOAQUIN
CA3900637,SAN JOAQUIN  ,SAN JOAQUIN
CA3900664,SAN JOAQUIN  ,SAN JOAQUIN
CA3900701,SAN JOAQUIN  ,SAN JOAQUIN
CA3900705,SAN JOAQUIN  ,SAN JOAQUIN
CA3901114,SAN JOAQUIN  ,SAN JOAQUIN
CA3901474,SAN JOAQUIN  ,SAN JOAQUIN
CA3910009,SAN JOAQUIN  ,SAN JOAQUIN
CA3900732,SAN JOAQUIN  ,SAN JOAQUIN
CA3910010,SAN JOAQUIN  ,SAN JOAQUIN
CA3900702,SAN JOAQUIN  ,SAN JOAQUIN
CA3901092,SAN JOAQUIN  ,SAN JOAQUIN
CA3900607,SAN JOAQUIN  ,SAN JOAQUIN
CA3900561,SAN JOAQUIN  ,SAN JOAQUIN
CA3900568,SAN JOAQUIN  ,SAN JOAQUIN
CA3910007,SAN JOAQUIN  ,SAN JOAQUIN
CA3910008,SAN JOAQUIN  ,SAN JOAQUIN
CA3900523,SAN JOAQUIN  ,SAN JOAQUIN
CA3900649,SAN JOAQUIN  ,SAN JOAQUIN
CA3901113,SAN JOAQUIN  ,SAN JOAQUIN
CA3900991,SAN JOAQUIN  ,SAN JOAQUIN
CA3900762,SAN JOAQUIN  ,SAN JOAQUIN
CA3901348,SAN JOAQUIN  ,SAN JOAQUIN
CA3900714,SAN JOAQUIN  ,SAN JOAQUIN
CA3900579,SAN JOAQUIN  ,SAN JOAQUIN
CA3900512,SAN JOAQUIN  ,SAN JOAQUIN
CA3900682,SAN JOAQUIN  ,SAN JOAQUIN
CA3900733,SAN JOAQUIN  ,SAN JOAQUIN
CA3910017,SAN JOAQUIN  ,SAN JOAQUIN
CA3910015,SAN JOAQUIN  ,SAN JOAQUIN
CA3901074,SAN JOAQUIN  ,SAN JOAQUIN
CA3900558,SAN JOAQUIN  ,SAN JOAQUIN
CA3910002,SAN JOAQUIN  ,SAN JOAQUIN
CA3901081,SAN JOAQUIN  ,SAN JOAQUIN
CA3900722,SAN JOAQUIN  ,SAN JOAQUIN
CA3900661,SAN JOAQUIN  ,SAN JOAQUIN
CA3910004,SAN JOAQUIN  ,SAN JOAQUIN
CA3910005,SAN JOAQUIN  ,SAN JOAQUIN
CA3900569,SAN JOAQUIN  ,SAN JOAQUIN
CA3900907,SAN JOAQUIN  ,SAN JOAQUIN
CA3900755,SAN JOAQUIN  ,SAN JOAQUIN
CA3900517,SAN JOAQUIN  ,SAN JOAQUIN
CA3900624,SAN JOAQUIN  ,SAN JOAQUIN
CA3910001,SAN JOAQUIN  ,SAN JOAQUIN
CA3900602,SAN JOAQUIN  ,SAN JOAQUIN
CA4010027,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000808,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000568,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000222,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010028,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010016,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010007,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000648,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000805,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000230,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000803,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000507,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000789,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000653,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000654,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000802,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000765,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000670,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000506,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010017,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010018,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010040,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010011,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000650,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010025,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010901,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010026,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000815,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000750,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000744,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000202,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010081,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010004,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000637,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000214,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000771,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000749,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000523,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010024,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000554,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000775,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010009,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000716,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000200,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000649,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010002,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010015,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010008,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010014,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010006,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010003,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010005,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010010,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000705,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010019,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010001,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010012,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4010023,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000660,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000631,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000203,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4000834,SAN LUIS OBISPO  ,SAN LUIS OBISPO
CA4110021,SAN MATEO  ,SAN MATEO
CA4110001,SAN MATEO  ,SAN MATEO
CA4110011,SAN MATEO  ,SAN MATEO
CA4110022,SAN MATEO  ,SAN MATEO
CA4100503,SAN MATEO  ,SAN MATEO
CA4100512,SAN MATEO  ,SAN MATEO
CA4110009,SAN MATEO  ,SAN MATEO
CA4110024,SAN MATEO  ,SAN MATEO
CA4110006,SAN MATEO  ,SAN MATEO
CA4110016,SAN MATEO  ,SAN MATEO
CA4110023,SAN MATEO  ,SAN MATEO
CA4110017,SAN MATEO  ,SAN MATEO
CA4110012,SAN MATEO  ,SAN MATEO
CA4100510,SAN MATEO  ,SAN MATEO
CA4110007,SAN MATEO  ,SAN MATEO
CA4110019,SAN MATEO  ,SAN MATEO
CA4110020,SAN MATEO  ,SAN MATEO
CA4110027,SAN MATEO  ,SAN MATEO
CA4110025,SAN MATEO  ,SAN MATEO
CA4100555,SAN MATEO  ,SAN MATEO
CA4110010,SAN MATEO  ,SAN MATEO
CA4110002,SAN MATEO  ,SAN MATEO
CA4110005,SAN MATEO  ,SAN MATEO
CA4110008,SAN MATEO  ,SAN MATEO
CA4100509,SAN MATEO  ,SAN MATEO
CA4100582,SAN MATEO  ,SAN MATEO
CA4110013,SAN MATEO  ,SAN MATEO
CA4110018,SAN MATEO  ,SAN MATEO
CA4110003,SAN MATEO  ,SAN MATEO
CA4210017,SANTA BARBARA  ,SANTA BARBARA
CA4210022,SANTA BARBARA  ,SANTA BARBARA
CA4210003,SANTA BARBARA  ,SANTA BARBARA
CA4200822,SANTA BARBARA  ,SANTA BARBARA
CA4200619,SANTA BARBARA  ,SANTA BARBARA
CA4210013,SANTA BARBARA  ,SANTA BARBARA
CA4210700,SANTA BARBARA  ,SANTA BARBARA
CA4200851,SANTA BARBARA  ,SANTA BARBARA
CA4200731,SANTA BARBARA  ,SANTA BARBARA
CA4200579,SANTA BARBARA  ,SANTA BARBARA
CA4200633,SANTA BARBARA  ,SANTA BARBARA
CA4200580,SANTA BARBARA  ,SANTA BARBARA
CA4210006,SANTA BARBARA  ,SANTA BARBARA
CA4210007,SANTA BARBARA  ,SANTA BARBARA
CA4210016,SANTA BARBARA  ,SANTA BARBARA
CA4200837,SANTA BARBARA  ,SANTA BARBARA
CA4200881,SANTA BARBARA  ,SANTA BARBARA
CA4200531,SANTA BARBARA  ,SANTA BARBARA
CA4200572,SANTA BARBARA  ,SANTA BARBARA
CA4210019,SANTA BARBARA  ,SANTA BARBARA
CA4200556,SANTA BARBARA  ,SANTA BARBARA
CA4200616,SANTA BARBARA  ,SANTA BARBARA
CA4200870,SANTA BARBARA  ,SANTA BARBARA
CA4210001,SANTA BARBARA  ,SANTA BARBARA
CA4200842,SANTA BARBARA  ,SANTA BARBARA
CA4200802,SANTA BARBARA  ,SANTA BARBARA
CA4200804,SANTA BARBARA  ,SANTA BARBARA
CA4200827,SANTA BARBARA  ,SANTA BARBARA
CA4200862,SANTA BARBARA  ,SANTA BARBARA
CA4200848,SANTA BARBARA  ,SANTA BARBARA
CA4200891,SANTA BARBARA  ,SANTA BARBARA
CA4200807,SANTA BARBARA  ,SANTA BARBARA
CA4200693,SANTA BARBARA  ,SANTA BARBARA
CA4210011,SANTA BARBARA  ,SANTA BARBARA
CA4210018,SANTA BARBARA  ,SANTA BARBARA
CA4200714,SANTA BARBARA  ,SANTA BARBARA
CA4200678,SANTA BARBARA  ,SANTA BARBARA
CA4200578,SANTA BARBARA  ,SANTA BARBARA
CA4210004,SANTA BARBARA  ,SANTA BARBARA
CA4200800,SANTA BARBARA  ,SANTA BARBARA
CA4210009,SANTA BARBARA  ,SANTA BARBARA
CA4200733,SANTA BARBARA  ,SANTA BARBARA
CA4200612,SANTA BARBARA  ,SANTA BARBARA
CA4200702,SANTA BARBARA  ,SANTA BARBARA
CA4200814,SANTA BARBARA  ,SANTA BARBARA
CA4210020,SANTA BARBARA  ,SANTA BARBARA
CA4200560,SANTA BARBARA  ,SANTA BARBARA
CA4210021,SANTA BARBARA  ,SANTA BARBARA
CA4210002,SANTA BARBARA  ,SANTA BARBARA
CA4200703,SANTA BARBARA  ,SANTA BARBARA
CA4200885,SANTA BARBARA  ,SANTA BARBARA
CA4210024,SANTA BARBARA  ,SANTA BARBARA
CA4210010,SANTA BARBARA  ,SANTA BARBARA
CA4300550,SANTA CLARA  ,SANTA CLARA
CA4300994,SANTA CLARA  ,SANTA CLARA
CA4300521,SANTA CLARA  ,SANTA CLARA
CA4300560,SANTA CLARA  ,SANTA CLARA
CA4300999,SANTA CLARA  ,SANTA CLARA
CA4300615,SANTA CLARA  ,SANTA CLARA
CA4300603,SANTA CLARA  ,SANTA CLARA
CA4300978,SANTA CLARA  ,SANTA CLARA
CA4310007,SANTA CLARA  ,SANTA CLARA
CA4300979,SANTA CLARA  ,SANTA CLARA
CA4310014,SANTA CLARA  ,SANTA CLARA
CA4300740,SANTA CLARA  ,SANTA CLARA
CA4310006,SANTA CLARA  ,SANTA CLARA
CA4300573,SANTA CLARA  ,SANTA CLARA
CA4300771,SANTA CLARA  ,SANTA CLARA
CA4310004,SANTA CLARA  ,SANTA CLARA
CA4300526,SANTA CLARA  ,SANTA CLARA
CA4300517,SANTA CLARA  ,SANTA CLARA
CA4300577,SANTA CLARA  ,SANTA CLARA
CA4300516,SANTA CLARA  ,SANTA CLARA
CA4300542,SANTA CLARA  ,SANTA CLARA
CA4300543,SANTA CLARA  ,SANTA CLARA
CA4300578,SANTA CLARA  ,SANTA CLARA
CA4310011,SANTA CLARA  ,SANTA CLARA
CA4310020,SANTA CLARA  ,SANTA CLARA
CA4310005,SANTA CLARA  ,SANTA CLARA
CA4300992,SANTA CLARA  ,SANTA CLARA
CA4300792,SANTA CLARA  ,SANTA CLARA
CA4300545,SANTA CLARA  ,SANTA CLARA
CA4300562,SANTA CLARA  ,SANTA CLARA
CA4300924,SANTA CLARA  ,SANTA CLARA
CA4300912,SANTA CLARA  ,SANTA CLARA
CA4300856,SANTA CLARA  ,SANTA CLARA
CA4310001,SANTA CLARA  ,SANTA CLARA
CA4310022,SANTA CLARA  ,SANTA CLARA
CA4310018,SANTA CLARA  ,SANTA CLARA
CA4300996,SANTA CLARA  ,SANTA CLARA
CA4300525,SANTA CLARA  ,SANTA CLARA
CA4300571,SANTA CLARA  ,SANTA CLARA
CA4300638,SANTA CLARA  ,SANTA CLARA
CA4301004,SANTA CLARA  ,SANTA CLARA
CA4300637,SANTA CLARA  ,SANTA CLARA
CA4310009,SANTA CLARA  ,SANTA CLARA
CA4300575,SANTA CLARA  ,SANTA CLARA
CA4300630,SANTA CLARA  ,SANTA CLARA
CA4300831,SANTA CLARA  ,SANTA CLARA
CA4300760,SANTA CLARA  ,SANTA CLARA
CA4300522,SANTA CLARA  ,SANTA CLARA
CA4310019,SANTA CLARA  ,SANTA CLARA
CA4301013,SANTA CLARA  ,SANTA CLARA
CA4310021,SANTA CLARA  ,SANTA CLARA
CA4310012,SANTA CLARA  ,SANTA CLARA
CA4300770,SANTA CLARA  ,SANTA CLARA
CA4300741,SANTA CLARA  ,SANTA CLARA
CA4300520,SANTA CLARA  ,SANTA CLARA
CA4300551,SANTA CLARA  ,SANTA CLARA
CA4400692,SANTA CRUZ  ,SANTA CRUZ
CA4400604,SANTA CRUZ  ,SANTA CRUZ
CA4400526,SANTA CRUZ  ,SANTA CRUZ
CA4410016,SANTA CRUZ  ,SANTA CRUZ
CA4400611,SANTA CRUZ  ,SANTA CRUZ
CA4400558,SANTA CRUZ  ,SANTA CRUZ
CA4400608,SANTA CRUZ  ,SANTA CRUZ
CA4400598,SANTA CRUZ  ,SANTA CRUZ
CA4400625,SANTA CRUZ  ,SANTA CRUZ
CA4400631,SANTA CRUZ  ,SANTA CRUZ
CA4400621,SANTA CRUZ  ,SANTA CRUZ
CA4400571,SANTA CRUZ  ,SANTA CRUZ
CA4400605,SANTA CRUZ  ,SANTA CRUZ
CA4400645,SANTA CRUZ  ,SANTA CRUZ
CA4400618,SANTA CRUZ  ,SANTA CRUZ
CA4410018,SANTA CRUZ  ,SANTA CRUZ
CA4410013,SANTA CRUZ  ,SANTA CRUZ
CA4400582,SANTA CRUZ  ,SANTA CRUZ
CA4400665,SANTA CRUZ  ,SANTA CRUZ
CA4400595,SANTA CRUZ  ,SANTA CRUZ
CA4410010,SANTA CRUZ  ,SANTA CRUZ
CA4400652,SANTA CRUZ  ,SANTA CRUZ
CA4400684,SANTA CRUZ  ,SANTA CRUZ
CA4400624,SANTA CRUZ  ,SANTA CRUZ
CA4410017,SANTA CRUZ  ,SANTA CRUZ
CA4410002,SANTA CRUZ  ,SANTA CRUZ
CA4400642,SANTA CRUZ  ,SANTA CRUZ
CA4400528,SANTA CRUZ  ,SANTA CRUZ
CA4400585,SANTA CRUZ  ,SANTA CRUZ
CA4400502,SANTA CRUZ  ,SANTA CRUZ
CA4400599,SANTA CRUZ  ,SANTA CRUZ
CA4400559,SANTA CRUZ  ,SANTA CRUZ
CA4410014,SANTA CRUZ  ,SANTA CRUZ
CA4410011,SANTA CRUZ  ,SANTA CRUZ
CA4400572,SANTA CRUZ  ,SANTA CRUZ
CA4400617,SANTA CRUZ  ,SANTA CRUZ
CA4500092,SHASTA  ,SHASTA
CA4500016,SHASTA  ,SHASTA
CA4500203,SHASTA  ,SHASTA
CA4500008,SHASTA  ,SHASTA
CA4510007,SHASTA  ,SHASTA
CA4500063,SHASTA  ,SHASTA
CA4500062,SHASTA  ,SHASTA
CA4510002,SHASTA  ,SHASTA
CA4510003,SHASTA  ,SHASTA
CA4500028,SHASTA  ,SHASTA
CA4510014,SHASTA  ,SHASTA
CA4500093,SHASTA  ,SHASTA
CA4500200,SHASTA  ,SHASTA
CA4500313,SHASTA  ,SHASTA
CA4500314,SHASTA  ,SHASTA
CA4500173,SHASTA  ,SHASTA
CA4500204,SHASTA  ,SHASTA
CA4500235,SHASTA  ,SHASTA
CA4500106,SHASTA  ,SHASTA
CA4500023,SHASTA  ,SHASTA
CA4510015,SHASTA  ,SHASTA
CA4500027,SHASTA  ,SHASTA
CA4500009,SHASTA  ,SHASTA
CA4500290,SHASTA  ,SHASTA
CA4500107,SHASTA  ,SHASTA
CA4500003,SHASTA  ,SHASTA
CA4510005,SHASTA  ,SHASTA
CA4500007,SHASTA  ,SHASTA
CA4500013,SHASTA  ,SHASTA
CA4500101,SHASTA  ,SHASTA
CA4510009,SHASTA  ,SHASTA
CA4500255,SHASTA  ,SHASTA
CA4510008,SHASTA  ,SHASTA
CA4500082,SHASTA  ,SHASTA
CA4500317,SHASTA  ,SHASTA
CA4500066,SHASTA  ,SHASTA
CA4500015,SHASTA  ,SHASTA
CA4500210,SHASTA  ,SHASTA
CA4500014,SHASTA  ,SHASTA
CA4500006,SHASTA  ,SHASTA
CA4500022,SHASTA  ,SHASTA
CA4500246,SHASTA  ,SHASTA
CA4500081,SHASTA  ,SHASTA
CA4510006,SHASTA  ,SHASTA
CA4500219,SHASTA  ,SHASTA
CA4500098,SHASTA  ,SHASTA
CA4500104,SHASTA  ,SHASTA
CA4500012,SHASTA  ,SHASTA
CA4510011,SHASTA  ,SHASTA
CA4500102,SHASTA  ,SHASTA
CA4500054,SHASTA  ,SHASTA
CA4500089,SHASTA  ,SHASTA
